"","Gene","ID","Beta","SE","Pval","LogFC","FoldChange","Pval.FDR"
"169","ACSF2","80221","-2.20897947525775","0.127570551078819","5.26620614677819e-07","-2.20897947525775","0.216287249671085",2.22487210575783e-05
"170","ACSF3","197322","-0.320967405926596","0.156892402236497","0.0800272415333325","-0.320967405926596","0.800532896483525",0.142316134559703
"171","ACSL1","2180","2.80707243888391","0.14740965770099","2.74058247895613e-07","2.80707243888391","6.99862951726849",1.64507300371056e-05
"172","ACSL3","2181","0.458122868462242","0.201910453356368","0.0575673318253415","0.458122868462242","1.37375322541622",0.109118995172796
"173","ACSL4","2182","1.9089900466681","0.224397628887107","6.14348246312294e-05","1.9089900466681","3.75546107978098",0.000500597828831033
"174","ACSL5","51703","0.378484342376012","0.257392194354166","0.184902980935646","0.378484342376012","1.29997541766991",0.27664164836418
"175","ACSL6","23305","1.84386761818662","0.189998159984836","2.60600394438565e-05","1.84386761818662","3.58971079540378",0.000268450579159924
"176","ACSM1","116285","-0.0292899931924942","0.0305839202048966","0.370117362590916","-0.0292899931924942","0.979902427352852",0.475592403705029
"177","ACSM2B","348158","-0.618159659370405","0.275277615803011","0.0595847973728647","-0.618159659370405","0.651501470690427",0.112317982441925
"178","ACSM3","6296","-0.183546938518343","0.0561131389584206","0.0136551893781279","-0.183546938518343","0.880535492007459",0.0337496742212972
"179","ACSM5","54988","-0.0854243221814067","0.0657913254655742","0.235282758272356","-0.0854243221814067","0.942507287050506",0.333678819584353
"180","ACSS1","84532","0.193965466887554","0.174284885366753","0.302494520163042","0.193965466887554","1.143903591794",0.40567344286045
"181","ACSS2","55902","0.256250192559071","0.104810407356852","0.0444388802254392","0.256250192559071","1.19437029713126",0.0885065083186692
"182","ACSS3","79611","-1.8381820970188","0.167560786925032","1.15832205829109e-05","-1.8381820970188","0.279673972572367",0.000151070649691104
"183","ACTA1","58","-0.00798849227891866","0.219733887850094","0.972014082923473","-0.00798849227891866","0.994478101140328",0.980356038669583
"184","ACTA2","59","0.345349036569444","0.587172172922292","0.574904090735505","0.345349036569444","1.27045831205855",0.666249962930146
"185","ACTB","60","-0.265006108667179","0.125542896207341","0.0726938015651491","-0.265006108667179","0.832195211018582",0.131688467273036
"186","ACTC1","70","-2.06027718763021","0.231110457846154","4.53812718714691e-05","-2.06027718763021","0.239769957966069",0.000401762686997919
"187","ACTG1","71","-0.422483824041247","0.0769889774516553","0.00091854315728991","-0.422483824041247","0.746138923588646",0.00388558889958277
"188","ACTG2","72","-3.29356358618436","0.400332373523817","7.6199475769784e-05","-3.29356358618436","0.101985532523922",0.000586350070601918
"189","ACTL6A","86","-4.00991777959141","0.206356876190635","2.38416736625466e-07","-4.00991777959141","0.0620718183893569",1.53951063451109e-05
"190","ACTL6B","51412","3.66713721701091","0.218545759615842","6.53270238255964e-07","3.66713721701091","12.7033510732954",2.52941385986439e-05
"191","ACTL7A","10881","-0.0851224838932987","0.0452257027282902","0.101840550874003","-0.0851224838932987","0.942704497507175",0.172592171522836
"192","ACTL7B","10880","0.229355208882034","0.244419534479831","0.37929587462305","0.229355208882034","1.17231088519328",0.48432852978112
"193","ACTL8","81569","-0.101656764690754","0.177510135839729","0.584777127140033","-0.101656764690754","0.931962128452066",0.675253300422978
"194","ACTN1","87","-1.72389258948972","0.202552273141952","6.12638097889274e-05","-1.72389258948972","0.302730808848598",0.000499692305844389
"195","ACTN2","88","4.19100655091193","0.440006821258078","2.94619900153266e-05","4.19100655091193","18.2649582503786",0.000293313255003809
"196","ACTN3","89","-0.158366867302628","0.114575871277033","0.209403639460354","-0.158366867302628","0.89603881416496",0.304826233017654
"197","ACTN4","81","-0.597002824800789","0.313360055507345","0.0984552040657823","-0.597002824800789","0.66112600808351",0.168070452563718
"198","ACTR10","55860","0.805011215419384","0.142351554076291","0.00077039079350575","0.805011215419384","1.74715937408632",0.00338411090492333
"199","ACTR1A","10121","0.649799310094069","0.156317967228252","0.00425817530236643","0.649799310094069","1.56894992768689",0.0131715346516943
"200","ACTR1B","10120","-0.77240537649688","0.165574123050499","0.00230092223178973","-0.77240537649688","0.585440567141226",0.00805660726061834
"201","ACTR2","10097","-0.635426111579965","0.217458706170464","0.022274774857967","-0.635426111579965","0.643750649742591",0.0501513009754119
"202","ACTR3","10096","0.0498564827171772","0.0993600692991976","0.631219417895364","0.0498564827171772","1.03516194225849",0.715610709635722
"203","ACTR3B","57180","1.58654381316302","0.262077483574861","0.000514061013126594","1.58654381316302","3.00329004953507",0.00248512461965718
"204","ACTR5","79913","-0.150039643194743","0.161849907636504","0.384759798235978","-0.150039643194743","0.901225697878361",0.489694288663972
"205","ACTR6","64431","0.485763900696545","0.229571682920413","0.072150921407983","0.485763900696545","1.400327136405",0.130889724584892
"206","ACTR8","93973","0.0248433280979977","0.0999856154573559","0.810903481073341","0.0248433280979977","1.01736920317836",0.859530673993149
"207","ACTRT1","139741","-0.0284120743521702","0.0917575478044723","0.765846680045034","-0.0284120743521702","0.980498905875044",0.823801043998422
"208","ACTRT2","140625","-0.062177426881403","0.0811483740593034","0.468591810709153","-0.062177426881403","0.957817415774734",0.571209652090164
"209","ACVR1","90","1.25714651416464","0.144784985205259","5.38351816609906e-05","1.25714651416464","2.39022513880575",0.00045557885981674
"210","ACVR1B","91","0.797287949109006","0.175277448021141","0.00264012042688829","0.797287949109006","1.73783119135067",0.00897683978889808
"211","ACVR2A","92","0.11672528692413","0.170742374709313","0.516189881791687","0.11672528692413","1.0842709260081",0.61463979645663
"212","ACVR2B","93","-1.74778018625739","0.10850065651555","8.63809701934914e-07","-1.74778018625739","0.297759576509757",2.95698137513378e-05
"213","ACVRL1","94","-0.456527065472744","0.166774948894724","0.0290275730185976","-0.456527065472744","0.728738407891962",0.0626260036889925
"214","ACY1","95","-1.68755121766255","0.130265229371802","3.797874878391e-06","-1.68755121766255","0.310453431297992",7.18590262629038e-05
"215","ACYP1","97","0.586694997325193","0.395942264364811","0.181957033064271","0.586694997325193","1.50180239471352",0.273164714625455
"216","ACYP2","98","0.742080442190671","0.243455644518297","0.0186326617425703","0.742080442190671","1.67258605774597",0.043409445645681
"217","ADA","100","-1.7847428146479","0.188943663644798","3.11132175041087e-05","-1.7847428146479","0.290227712095708",0.000305063086785291
"218","ADAD1","132612","0.13929075440243","0.127707508407296","0.31151886105845","0.13929075440243","1.10136353968814",0.414861284282453
"219","ADAD2","161931","-0.0497316643954997","0.0390982626046352","0.244009516089974","-0.0497316643954997","0.966116005992773",0.343515336975661
"220","ADAL","161823","-0.930166675701301","0.360523179421817","0.0364698306584938","-0.930166675701301","0.524797708013996",0.0754506439652299
